paper_key,title,year,venue,source,verdict,reason,type,override_verdict
doi:10.3390/s23073413,Access Control Design Practice and Solutions in Cloud-Native Architecture: A Systematic Mapping Study,2023,Italian National Conference on Sensors,semanticscholar,EXCLUDE,subfield keywords not in title or abstract,,
doi:10.5281/zenodo.4082680,"Replication Package for the Paper: ""Testing Microservices Architecture-Based Applications: A Systematic Mapping Study""",2020,,semanticscholar,EXCLUDE,manual override; original auto verdict was EXCLUDE,sms,EXCLUDE
doi:10.1109/seams51251.2021.00030,Self-Adaptive Microservice-based Systems - Landscape and Research Opportunities,2021,International Symposium on Software Engineering for Adaptive and Self-Managing Systems,semanticscholar,EXCLUDE,manual override; original auto verdict was EXCLUDE,slr,EXCLUDE
doi:10.21015/vtcs.v12i1.1808,Transition Strategies from Monolithic to Microservices Architectures: A Domain-Driven Approach and Case Study,2024,VAWKUM Transactions on Computer Sciences,semanticscholar,EXCLUDE,manual override; original auto verdict was EXCLUDE,slr,EXCLUDE
doi:10.5220/0006798302210232,Architectural Patterns for Microservices: A Systematic Mapping Study,2018,International Conference on Cloud Computing and Services Science,semanticscholar,INCLUDE,SLR/SMS self-label + subfield fit,sms,
doi:10.1109/conisoft55708.2022.00033,Architectural Languages for the Microservices Architecture: A systematic mapping study,2022,2022 10th International Conference in Software Engineering Research and Innovation (CONISOFT),semanticscholar,INCLUDE,SLR/SMS self-label + subfield fit,sms,
doi:10.1145/3528226.3528371,How Blockchain and Microservices are Being Used Together: a Systematic Mapping Study,2022,International Workshop on Emerging Trends in Software Engineering for Blockchain,semanticscholar,INCLUDE,SLR/SMS self-label + subfield fit,sms,
doi:10.1109/icsa.2017.24,"Research on Architecting Microservices: Trends, Focus, and Potential for Industrial Adoption",2017,International Conference on Software Architecture,semanticscholar,EXCLUDE,no SLR/SMS self-label in title or abstract,,
doi:10.48550/arxiv.2309.03796,Systematic Mapping of Monolithic Applications to Microservices Architecture,2023,arXiv.org,semanticscholar,EXCLUDE,manual override; original auto verdict was EXCLUDE,sms,EXCLUDE
doi:10.1093/heapol/czx037,"Drivers of health system strengthening: learning from implementation of maternal and child health programmes in Mozambique, Nepal and Rwanda",2017,Health Policy and Planning,semanticscholar,EXCLUDE,subfield keywords not in title or abstract,,
doi:10.1007/s11292-014-9215-6,Legitimacy policing of places: the impact on crime and disorder,2014,Journal of Experimental Criminology,semanticscholar,EXCLUDE,subfield keywords not in title or abstract,,
doi:10.1186/s12913-024-10771-0,Leagility in the healthcare research: a systematic review,2024,BMC Health Services Research,semanticscholar,EXCLUDE,subfield keywords not in title or abstract,,
ss:026925eafe8a4561f145b04781a3b5a39b502f11,Centros de responsabilidade - revisão sistemática da literatura : do conceito à realidade,2014,,semanticscholar,EXCLUDE,subfield keywords not in title or abstract,,
ss:02c669ad9441da6a760ae0e5a02a7c53bc019ea0,Customer relationship management processes in the Nigerian retail banking sector,2017,,semanticscholar,EXCLUDE,subfield keywords not in title or abstract,,
ss:02d590e8dfe9fa611c97cab2ea78bf6bb20e6ed6,EMOTION RECOGNITION: A LITERATURE SURVEY,2017,,semanticscholar,EXCLUDE,subfield keywords not in title or abstract,,
doi:10.29040/jiei.v10i1.12373,The Role Of Sharia Marketing In Indonesia: A Systematic Literature Review,2024,JURNAL ILMIAH EKONOMI ISLAM,semanticscholar,EXCLUDE,subfield keywords not in title or abstract,,
doi:10.3760/cma.j.cn112150-20210823-00818,[Systematic review on the reform of disease prevention and control system in China].,2021,Zhonghua yu fang yi xue za zhi [Chinese journal of preventive medicine],semanticscholar,EXCLUDE,subfield keywords not in title or abstract,,
doi:10.26565/2311-2379-2021-100-03,TRUST AND EFFICIENCY OF THE PUBLIC SECTOR: THEORETICAL ASPECTS OF INTERRELATION,2021,Bulletin of V. N. Karazin Kharkiv National University Economic Series,semanticscholar,EXCLUDE,subfield keywords not in title or abstract,,
doi:10.55905/oelv23n2-088,Local 5G and 6G micro-operators for new business models: a systematic literature review,2025,Observatorio de la Economía Latinoamericana,semanticscholar,EXCLUDE,subfield keywords not in title or abstract,,
doi:10.31137/ecc.2024.8.3.57,A Systematic Literature Review on Consultant Competencies,2024,The Korea Association of Education Consulting and Coaching,semanticscholar,EXCLUDE,subfield keywords not in title or abstract,,
ss:0696ebff0c376321e90c039e4eb114e446dac156,From paper to cyber - Medicines information as a strategic goal in Finland and the European Union,2020,,semanticscholar,EXCLUDE,subfield keywords not in title or abstract,,
doi:10.2166/washdev.2014.003,"Private and social enterprise roles in water, sanitation and hygiene for the poor: a systematic review",2014,,semanticscholar,EXCLUDE,subfield keywords not in title or abstract,,
doi:10.53402/ajebm.v2i2.344,The impact of halal certification for MSME business: A systematic literature review,2023,Asian Journal of Economics and Business Management,semanticscholar,EXCLUDE,subfield keywords not in title or abstract,,
doi:10.1007/978-3-030-52991-8_2,What We Know About Software Architecture Styles in Continuous Delivery and DevOps?,2019,International Conference on Software and Data Technologies,semanticscholar,EXCLUDE,subfield keywords not in title or abstract,,
doi:10.26565/2311-2379-2023-104-09,Historical aspects of the profit category formation and its modern interpretation for enterprises of the hotel and restaurant business,2023,Bulletin of V. N. Karazin Kharkiv National University Economic Series,semanticscholar,EXCLUDE,subfield keywords not in title or abstract,,
doi:10.2139/ssrn.3436019,Determinants of Women Empowerment in Uttarakhand,2017,,semanticscholar,EXCLUDE,subfield keywords not in title or abstract,,
doi:10.1111/plb.12644,Pollination in the Chilean Mediterranean-type ecosystem: a review of current advances and pending tasks.,2018,Plant biology,semanticscholar,EXCLUDE,subfield keywords not in title or abstract,,
doi:10.1186/s12913-019-4080-7,Priorities and challenges for health leadership and workforce management globally: a rapid review,2019,BMC Health Services Research,semanticscholar,EXCLUDE,subfield keywords not in title or abstract,,
doi:10.4172/2167-7948.1000182,Thyroid Cancer â South American Experience,2015,,semanticscholar,EXCLUDE,subfield keywords not in title or abstract,,
doi:10.54254/2754-1169/2024.ga18544,Research on the Well-being Effects of Digital Financial Inclusion in China from a Common Wealth Perspective,2024,"Advances in Economics, Management and Political Sciences",semanticscholar,EXCLUDE,subfield keywords not in title or abstract,,
doi:10.55041/isjem04736,The Evolving Face of Greenwashing: Uncovering the Dark Side of Corporate Social Responsibility,2025,International Scientific Journal of Engineering and Management,semanticscholar,EXCLUDE,subfield keywords not in title or abstract,,
doi:10.1108/ijlss-03-2018-0018,A structured review of Lean Six Sigma in various industrial sectors,2019,International Journal of Lean Six Sigma,semanticscholar,EXCLUDE,subfield keywords not in title or abstract,,
doi:10.63544/ijss.v4i4.179,"FinTech 5.0 and the Future of Global Finance: Harnessing Artificial Intelligence, Blockchain, and Big Data to Build Inclusive, Sustainable, and Resilient Financial Ecosystems",2025,Inverge Journal of Social Sciences,semanticscholar,EXCLUDE,subfield keywords not in title or abstract,,
ss:16f61590f9098c9098641457d1fac34da0cf7225,SUCCESS FACTORS OF MSMES IN COLOMBIA FACTORES DE ÉXITO EN EMPRENDIMIENTOS DE MIPYMES EN COLOMBIA,2020,,semanticscholar,EXCLUDE,subfield keywords not in title or abstract,,
doi:10.2147/ceor.s403243,Co-Design as Enabling Factor for Patient-Centred Healthcare: A Bibliometric Literature Review,2023,ClinicoEconomics and Outcomes Research,semanticscholar,EXCLUDE,subfield keywords not in title or abstract,,
doi:10.52403/ijrr.20240673,Consumer Loyalty and Its Application to MSMEs Sector: Systematic Literature Review,2024,International journal of research and review,semanticscholar,EXCLUDE,subfield keywords not in title or abstract,,
ss:1843272bc1c4d8d4381a2ee27a96006d5d2a345b,Cultural competence & derivatives in substance use treatment for migrants and ethnic minorities (MEM) : the discordance between systemic disparities and intervention level solutions,2018,,semanticscholar,EXCLUDE,subfield keywords not in title or abstract,,
doi:10.1136/fmch-2024-003116,Identification of research gaps to improve care for healthy ageing: a scoping review,2024,Family Medicine and Community Health Journal,semanticscholar,EXCLUDE,subfield keywords not in title or abstract,,
doi:10.6007/ijarbss/v8-i10/4711,A Proposed Conceptual Framework: Unlocking a Potential Approach to Evaluating In-Service Teacher Training Programme,2018,International Journal of Academic Research in Business and Social Sciences,semanticscholar,EXCLUDE,subfield keywords not in title or abstract,,
doi:10.3233/ip-170050,Digital discretion: A systematic literature review of ICT and street-level discretion,2018,Inf. Polity,semanticscholar,EXCLUDE,subfield keywords not in title or abstract,,
doi:10.5334/ijic.3919,Participation of patients with chronic diseases in integrated care – a systematic review,2017,,semanticscholar,EXCLUDE,subfield keywords not in title or abstract,,
doi:10.1007/s00128-021-03367-5,Recent Progress and Research Trends in Microplastic Pollution and the Potential Health Risks,2021,Bulletin of Environmental Contamination and Toxicology,semanticscholar,EXCLUDE,subfield keywords not in title or abstract,,
ss:2168e71cec5826e3bfacf936c7bde127e6d19a3d,Running head: SCHOOL INTERVENTIONS FOR IMPOVERISHED CHILDREN Systematic Review: Social Work School Interventions for Food Accessibility Among Impoverished Children by,2016,,semanticscholar,EXCLUDE,subfield keywords not in title or abstract,,
doi:10.2196/jmir.8775,"Beyond Adoption: A New Framework for Theorizing and Evaluating Nonadoption, Abandonment, and Challenges to the Scale-Up, Spread, and Sustainability of Health and Care Technologies",2017,Journal of Medical Internet Research,semanticscholar,EXCLUDE,subfield keywords not in title or abstract,,
doi:10.53841/bpsfpid.2023.21.3.70,What is known about the application of trauma-informed care within services for people with intellectual and/or development disabilities?,2023,FPID Bulletin: The Bulletin of the Faculty for People with Intellectual Disabilities,semanticscholar,EXCLUDE,subfield keywords not in title or abstract,,
doi:10.46914/1562-2959-2025-1-4-443-456,Digital transformation of courier logistics in Kazakhstan: impacts on efficiency and urban sustainability,2025,"Bulletin of ""Turan"" University",semanticscholar,EXCLUDE,subfield keywords not in title or abstract,,
doi:10.1108/tqm-10-2021-0291,The implementation of Lean Six Sigma framework in the Indian context: a review and suggestions for future research,2022,The TQM Journal,semanticscholar,EXCLUDE,subfield keywords not in title or abstract,,
doi:10.2147/ceor.s472192,"Cost Analysis of Thromboprophylaxis in Patients at High Thromboembolic Risk with Enoxaparin, Dalteparin and Nadroparin in Colombia: A Systematic Literature Review-Based Study",2024,ClinicoEconomics and Outcomes Research,semanticscholar,EXCLUDE,subfield keywords not in title or abstract,,
doi:10.63544/ijss.v4i4.186,"FinTech Innovations and Financial Inclusion: Digital Credit, Micro-Lending, and Poverty Alleviation",2025,Inverge Journal of Social Sciences,semanticscholar,EXCLUDE,subfield keywords not in title or abstract,,
doi:10.55606/ijemr.v2i3.132,Empowering MSMEs: The Impact Of Financial Literacy And Inclusion,2023,International Journal of Economics and Management Research,semanticscholar,EXCLUDE,subfield keywords not in title or abstract,,
doi:10.1177/2158244021989283,Behavioral Drivers of Performance in Public-Sector Organizations: A Literature Review,2021,,semanticscholar,EXCLUDE,subfield keywords not in title or abstract,,
ss:2ae92372b177bb06079a69d2c8c50a9463a9f11e,Conference Program - Emerging Technologies Conference,2016,,semanticscholar,EXCLUDE,subfield keywords not in title or abstract,,
doi:10.1371/journal.pone.0288685,Public health concerns for food contamination in Ghana: A scoping review,2023,PLoS ONE,semanticscholar,EXCLUDE,subfield keywords not in title or abstract,,
doi:10.62885/ekuisci.v3i1.842,SWOT Analysis in Determining Performance Improvement Strategies,2025,Jurnal Ekuisci,semanticscholar,EXCLUDE,subfield keywords not in title or abstract,,
doi:10.1186/s12913-023-10161-y,Assessing the barriers and enablers to the implementation of the diagnostic radiographer musculoskeletal X-ray reporting service within the NHS in England: a systematic literature review,2023,BMC Health Services Research,semanticscholar,EXCLUDE,subfield keywords not in title or abstract,,
ss:2dd909538ba7c4b880e3505581e8946937b6fe8b,Effect of Organizational Innovation on Growth of Microfinance Institutions in Kenya (A case of Faulu Micro Finance Bank in Coast Region),2017,,semanticscholar,EXCLUDE,subfield keywords not in title or abstract,,
doi:10.1186/s13033-022-00558-3,Structural stigma and its impact on healthcare for borderline personality disorder: a scoping review,2022,International Journal of Mental Health Systems,semanticscholar,EXCLUDE,subfield keywords not in title or abstract,,
ss:2fb2b190387bd5af29dd9c15d1fa743ae308c30b,Special Features of Entrepreneurship in Rural Tourism in Croatia ; an explorative study,2015,,semanticscholar,EXCLUDE,subfield keywords not in title or abstract,,
doi:10.1108/ijebr-02-2019-0087,Technology business incubation for start-up generation,2019,International Journal of Entrepreneurial Behavior & Research,semanticscholar,EXCLUDE,subfield keywords not in title or abstract,,
doi:10.1080/23322039.2025.2527858,Voicelessness and exclusion: a systematic review of the (non)participation of low-income population in the design and governance of financial inclusion products and policies,2025,Cogent Economics &amp; Finance,semanticscholar,EXCLUDE,subfield keywords not in title or abstract,,
doi:10.3390/ani13010064,A Systematic Review of Complementary and Alternative Veterinary Medicine in Sport and Companion Animals: Electrotherapy,2022,Animals,semanticscholar,EXCLUDE,subfield keywords not in title or abstract,,
doi:10.1007/s44279-025-00355-9,A systematic review of food-environment interactions in catchment models,2025,Discover Agriculture,semanticscholar,EXCLUDE,subfield keywords not in title or abstract,,
doi:10.58229/jissbd.v2i1.186,The Success Factors of Small Business in Crisis Condition: A Systematic Review,2024,Journal Integration of Social Studies and Business Development,semanticscholar,EXCLUDE,subfield keywords not in title or abstract,,
ss:33ecfb45c2dea7ecfd7c4886da5e8e8ea74a2166,The Costs and Benefits of a Child Allowance,2021,,semanticscholar,EXCLUDE,subfield keywords not in title or abstract,,
ss:344a7ab4614f2708ea8e39635eea2754947cd0c8,FACTORS INFLUENCING COVERAGE AND KEY CHALLENGES TO ACHIEVING TARGETS OF ROUTINE IMMUNIZATION IN AFRICA: A SYSTEMATIC REVIEW,2017,,semanticscholar,EXCLUDE,subfield keywords not in title or abstract,,
doi:10.15640/jehd.v4n2a14,Servant-Leadership as an Institutionalized Model in Air Force Education,2015,,semanticscholar,EXCLUDE,subfield keywords not in title or abstract,,
doi:10.56883/aijmt.2025.586,Towards developing best practice guidelines for Arts Therapists working outside of private practice: Insights from a scoping review of South African practice,2025,Approaches,semanticscholar,EXCLUDE,subfield keywords not in title or abstract,,
doi:10.1186/s12913-019-4627-7,Mathematical modelling for health systems research: a systematic review of system dynamics and agent-based models,2019,BMC Health Services Research,semanticscholar,EXCLUDE,subfield keywords not in title or abstract,,
doi:10.7717/peerj.19305,"Microbial diversity of the remote Trindade Island, Brazil: a systematic review",2025,PeerJ,semanticscholar,EXCLUDE,subfield keywords not in title or abstract,,
doi:10.9790/5933-0801032931,A Study of Role in Financing of Agricultural and Industrial Sect ors by State Bank of India with Special Reference to Bihar (In Recent Years),2017,,semanticscholar,EXCLUDE,subfield keywords not in title or abstract,,
doi:10.69714/am5r6c30,PERAN DIGITAL MARKETING DALAM MENINGKATKAN DAYA SAING UMKM DI INDONESIA: TINJAUAN LITERATUR TERBARU,2025,JURNAL EKONOMI BISNIS DAN KEWIRAUSAHAAN,semanticscholar,EXCLUDE,subfield keywords not in title or abstract,,
doi:10.16538/j.cnki.fem.20200805.301,A Research Review on Artificial Intelligence in Marketing,2021,,semanticscholar,EXCLUDE,subfield keywords not in title or abstract,,
doi:10.1080/01488376.2025.2476503,Youth and Family Homelessness Services: Cultural Considerations in Housing First Research,2025,Journal of social service research,semanticscholar,EXCLUDE,subfield keywords not in title or abstract,,
doi:10.3390/info16100868,Harnessing Digital Marketing Analytics for Knowledge-Driven Digital Transformation in the Hospitality Industry,2025,Inf.,semanticscholar,EXCLUDE,subfield keywords not in title or abstract,,
doi:10.7341/20211713,Social entrepreneurship as a collaborative practice: Literature review and research agenda,2021,"Journal of Entrepreneurship, Management and Innovation",semanticscholar,EXCLUDE,subfield keywords not in title or abstract,,
ss:40cb7f6a9e132de7cfec657eb29db7c0daf11621,A Review of Researches about Adhesive Mechanism between Unban and Rural Areas During the Course of Integration,2015,,semanticscholar,EXCLUDE,subfield keywords not in title or abstract,,
doi:10.1111/jan.16093,Integrating nurse practitioners into primary healthcare to advance health equity through a social justice lens: An integrative review.,2024,Journal of Advanced Nursing,semanticscholar,EXCLUDE,subfield keywords not in title or abstract,,
doi:10.63544/ijss.v4i4.213,"Employer Branding in Fintech Startups: A Mixed-Method Study on Talent Attraction, Customer Perception, and Investor Interest",2025,Inverge Journal of Social Sciences,semanticscholar,EXCLUDE,subfield keywords not in title or abstract,,
doi:10.61093/sec.7(4).180-198.2023,Assessment of the readiness and maturity for Industry 4.0 adoption in Indian automobile industries,2023,SocioEconomic Challenges,semanticscholar,EXCLUDE,subfield keywords not in title or abstract,,
doi:10.1016/j.socscimed.2016.09.039,Disrespectful intrapartum care during facility-based delivery in sub-Saharan Africa: A qualitative systematic review and thematic synthesis of women's perceptions and experiences.,2016,Social Science & Medicine (1967),semanticscholar,EXCLUDE,subfield keywords not in title or abstract,,
doi:10.1007/s11606-016-3595-4,Empiricism as Change Agent,2016,Journal of general internal medicine,semanticscholar,EXCLUDE,subfield keywords not in title or abstract,,
doi:10.1088/1748-9326/ad0a1a,Macro- and micro-plastics change soil physical properties: a systematic review,2023,Environmental Research Letters,semanticscholar,EXCLUDE,subfield keywords not in title or abstract,,
doi:10.1002/cl2.1341,"PROTOCOL: Effects of interventions to improve access to financial services for micro‐, small‐ and medium‐sized enterprises in low‐ and middle‐income countries: An evidence and gap map",2023,Campbell Systematic Reviews,semanticscholar,EXCLUDE,subfield keywords not in title or abstract,,
doi:10.1177/02711214211007068,Counteracting Bias and Advancing Justice in Early Childhood,2021,,semanticscholar,EXCLUDE,subfield keywords not in title or abstract,,
doi:10.1504/ijmed.2022.126566,Current trends and future research themes for sustainable business management post-COVID-19,2022,International Journal of Management and Enterprise Development,semanticscholar,EXCLUDE,subfield keywords not in title or abstract,,
doi:10.3389/fenvs.2023.1326425,"Mapping the knowledge of ecosystem service-based ecological risk assessment: scientometric analysis in CiteSpace, VOSviewer, and SciMAT",2023,Frontiers in Environmental Science,semanticscholar,EXCLUDE,subfield keywords not in title or abstract,,
doi:10.1016/j.gerinurse.2025.103428,Who used in-home respite care and was it effective? A systematic review on the influencing factors and program effect of in-home respite care.,2025,Geriatric Nursing,semanticscholar,EXCLUDE,subfield keywords not in title or abstract,,
doi:10.70838/pemj.500810,A Systematic Literature Review on the Challenges and Drivers of Economic Transformation in the Philippines (2000-2025),2025,Psychology and Education: A Multidisciplinary Journal,semanticscholar,EXCLUDE,subfield keywords not in title or abstract,,
doi:10.1016/j.buildenv.2014.03.021,Effect of ecosystem services provided by urban green infrastructure on indoor environment: A literature review,2014,,semanticscholar,EXCLUDE,subfield keywords not in title or abstract,,
doi:10.1016/j.ifacol.2022.09.629,Developing a conceptual business model framework for shared electric-micro-mobility services: a systematic literature review,2022,IFAC-PapersOnLine,semanticscholar,EXCLUDE,subfield keywords not in title or abstract,,
doi:10.5281/zenodo.4432870,Fecundidade e comportamento reprodutivo em contextos de desastres: aspectos motivacionais ou mecanismos biológicos?,2020,,semanticscholar,EXCLUDE,subfield keywords not in title or abstract,,
doi:10.54518/rh.5.3.2025.598,Fintech and Financial Inclusion: Evidence from Emerging Markets,2025,Research Horizon,semanticscholar,EXCLUDE,subfield keywords not in title or abstract,,
doi:10.1016/s2214-109x(23)00468-0,A global analysis of the determinants of maternal health and transitions in maternal mortality.,2023,Lancet Global Health,semanticscholar,EXCLUDE,subfield keywords not in title or abstract,,
doi:10.18800/contabilidad.202502.003,Emerging & data technologies applied to public sector: An AI- copiloted systematic literature review,2025,Contabilidad y Negocios,semanticscholar,EXCLUDE,subfield keywords not in title or abstract,,
doi:10.4225/03/58b8e8f20838e,System change interventions for smoking cessation in hospitalised patients,2016,,semanticscholar,EXCLUDE,subfield keywords not in title or abstract,,
doi:10.3390/en16062617,Sustainable Urban Freight for Energy-Efficient Smart Cities—Systematic Literature Review,2023,Energies,semanticscholar,EXCLUDE,subfield keywords not in title or abstract,,
ss:53b45c4e390cab59273062a3d6a8f904b2beea07,A systematic review and meta-analysis,2019,,semanticscholar,EXCLUDE,subfield keywords not in title or abstract,,
doi:10.56403/lejea.v4i1.354,Implementation of the Eazy Passport Service Policy in Improving the Quality of Passport Issuance Services,2025,Lead Journal of Economy and Administration,semanticscholar,EXCLUDE,subfield keywords not in title or abstract,,
doi:10.1007/s41062-025-02134-3,A scoping review on approaches for developing and optimizing sustainable and resilient bus transit systems of mid-sized cities,2025,Innovative Infrastructure Solutions,semanticscholar,EXCLUDE,subfield keywords not in title or abstract,,
doi:10.1016/j.jval.2022.04.231,CO136 COVID-19 Pandemic Indirect Impact on Mortality Rates,2022,Value in Health,semanticscholar,EXCLUDE,subfield keywords not in title or abstract,,
doi:10.63544/ijss.v4i3.163,"Servant Leadership and Its Role in Promoting Organizational Citizenship Behaviour, Employee Wellbeing, and Workplace Trust in Service-Oriented Industries",2025,Inverge Journal of Social Sciences,semanticscholar,EXCLUDE,subfield keywords not in title or abstract,,
doi:10.1111/hsc.13929,Factors affecting the sustainability of community mental health assets: A systematic review,2022,Health and Social Care in the community,semanticscholar,EXCLUDE,subfield keywords not in title or abstract,,
doi:10.31004/jerkin.v4i3.4562,Mapping the Readiness and Challenges of the MBKM Policy Implementation: A Systematic Literature Review of Micro and Macro Educational Perspectives,2025,Jurnal Pengabdian Masyarakat dan Riset Pendidikan,semanticscholar,EXCLUDE,subfield keywords not in title or abstract,,
doi:10.1186/s40878-025-00436-0,The impact of the Covid-19 pandemic on social inequalities in international student mobility: a scoping review,2025,Comparative Migration Studies,semanticscholar,EXCLUDE,subfield keywords not in title or abstract,,
doi:10.1016/j.esd.2018.12.005,Pay-As-You-Go financing: A model for viable and widespread deployment of solar home systems in rural India,2019,Energy for Sustainable Development,semanticscholar,EXCLUDE,subfield keywords not in title or abstract,,
doi:10.3389/fpsyt.2024.1307641,Histories of violence among clients seeking substance use disorder treatment: a systematic mapping review,2024,Frontiers in Psychiatry,semanticscholar,EXCLUDE,subfield keywords not in title or abstract,,
doi:10.7176/ejbm/11-25-05,The Impact of Micro and Small Enterprises in the Socio-Economic Development and the Challenges Encountering the Sector in Ethiopia: A Systematic Review,2019,European Journal of Business and Management,semanticscholar,EXCLUDE,subfield keywords not in title or abstract,,
doi:10.59953/paperasia.v40i3b.28,CSR in MSMEs: A Systematic Literature Review and Future Research Agenda,2024,PaperASIA,semanticscholar,EXCLUDE,subfield keywords not in title or abstract,,
doi:10.1186/1476-072x-13-32,Catchments of general practice in different countries– a literature review,2014,International Journal of Health Geographics,semanticscholar,EXCLUDE,subfield keywords not in title or abstract,,
doi:10.1016/j.ijnurstu.2021.104121,Delegation of medication administration from registered nurses to non-registered support workers in community care settings: A systematic review with critical interpretive synthesis,2021,International Journal of Nursing Studies,semanticscholar,EXCLUDE,subfield keywords not in title or abstract,,
doi:10.30640/ekonomika45.v11i2.2591,Digitalisasi Bisnis Dan Inklusi Keuangan Sebagai Upaya Mendorong Kinerja Umkm Melalui E-Commerce Di Era Digital,2024,"EKONOMIKA45 :  Jurnal Ilmiah Manajemen, Ekonomi Bisnis, Kewirausahaan",semanticscholar,EXCLUDE,subfield keywords not in title or abstract,,
doi:10.2196/85456,Communication Strategies to Promote Patient Engagement in Telemedicine: Systematic Review,2025,Journal of Medical Internet Research,semanticscholar,EXCLUDE,subfield keywords not in title or abstract,,
doi:10.1109/icitiit64777.2025.11041145,Financial Technology (FinTech) in Advancing Sustainable Development in the Indian Agrarian Economy: A Systematic Review and Comprehensive Analysis,2025,2025 International Conference on Innovative Trends in Information Technology (ICITIIT),semanticscholar,EXCLUDE,subfield keywords not in title or abstract,,
doi:10.58721/rjbf.v4i1.1003,"Nexus between Demographic Characteristics of Micro and Small Enterprises Owner-Managers and their Perceptions of Risk in Bungoma County, Kenya",2025,Research Journal of Business and Finance,semanticscholar,EXCLUDE,subfield keywords not in title or abstract,,
doi:10.3390/ijerph182111352,Governance of Assisted Living in Long-Term Care: A Systematic Literature Review,2021,International Journal of Environmental Research and Public Health,semanticscholar,EXCLUDE,subfield keywords not in title or abstract,,
doi:10.62754/joe.v3i4.3670,Exploring Impacts of Gojek Application as a Sharing Economy Tool on Indonesian Economics and Society: Systematic Literature Review Approach,2024,Journal of Ecohumanism,semanticscholar,EXCLUDE,subfield keywords not in title or abstract,,
ss:680c33c7b6919874057356509ad6b46de6c8f805,The Impact of the Shadow Economy on Small and Medium Sized Companies in Poland. A Barrier or an Opportunity for Growth,2017,,semanticscholar,EXCLUDE,subfield keywords not in title or abstract,,
doi:10.1186/s12875-024-02585-0,The role of family doctors in developing primary care systems in Asia: a systematic review of qualitative research conducted in middle-income countries 2010–2020,2024,BMC Primary Care,semanticscholar,EXCLUDE,subfield keywords not in title or abstract,,
doi:10.1016/j.jik.2025.100728,Knowledge management and SMEs’ digital transformation: A systematic literature review and future research agenda,2025,Journal of Innovation &amp; Knowledge,semanticscholar,EXCLUDE,subfield keywords not in title or abstract,,
doi:10.70248/jdedte.v2i4.2678,DAMPAK FINTECH TERHADAP INKLUSI KEUANGAN DI NEGARA BERKEMBANG,2025,"Journal of Development Economics and Digitalization, Tourism Economics",semanticscholar,EXCLUDE,subfield keywords not in title or abstract,,
doi:10.56225/ijassh.v4i3.469,Empowerment Strategies to Enhance SMEs’ Compliance with IFAS-MSMEs: A Systematic Review,2025,International Journal of Advances in Social Sciences and Humanities,semanticscholar,EXCLUDE,subfield keywords not in title or abstract,,
doi:10.24083/apjhm.v20i3.5015,"Establishment of Ayushman Bharat Health and Wellness Centers in India: A Systematic Review Using the Antecedents, Decisions and Outcomes (ADO) Framework",2025,Asia Pacific Journal of Health Management,semanticscholar,EXCLUDE,subfield keywords not in title or abstract,,
doi:10.47282/economica/2024/15/1-2/14236,Megtartás-menedzsment sajátosságai hazai kutatási tapasztalatok tükrében,2024,Económica,semanticscholar,EXCLUDE,subfield keywords not in title or abstract,,
doi:10.30958/ajhms.7-1-1,A Review of Drugs Supply Disruption Risks and Effects that Lead to Shortage,2020,,semanticscholar,EXCLUDE,subfield keywords not in title or abstract,,
doi:10.1016/j.heliyon.2024.e27899,Stigma of nursing students towards people with mental illness: Protocol of a mixed‐method systematic review,2024,Heliyon,semanticscholar,EXCLUDE,subfield keywords not in title or abstract,,
doi:10.62952/shacral.v1i3.62,"STRENGTHENING HALAL MICRO, SMALL, AND MEDIUM ENTERPRISES (MSMEs) WITHIN THE ISLAMIC ECONOMY: A DESCRIPTIVE QUALITATIVE ANALYSIS OF CHALLENGES, OPPORTUNITIES AND POLICY IMPLICATION IN INDONESIA",2024,SHACRAL: Shari'ah Economics Review Journal,semanticscholar,EXCLUDE,subfield keywords not in title or abstract,,
doi:10.61511/jwesb.v1i2.3359,Empowering women weavers through tenun ikat pawn services,2024,Journal of Woman Empowerment and Sustainable Businesses,semanticscholar,EXCLUDE,subfield keywords not in title or abstract,,
doi:10.1609/aies.v8i3.36745,Toward a Taxonomy of Algorithmic Harms for Disability: A Systematic Review,2025,"Proceedings of the AAAI/ACM Conference on AI, Ethics, and Society",semanticscholar,EXCLUDE,subfield keywords not in title or abstract,,
doi:10.1177/0269216317695677,An economic view on the current state of the economics of palliative and end-of-life care,2017,Palliative Medicine,semanticscholar,EXCLUDE,subfield keywords not in title or abstract,,
doi:10.1186/s12909-025-08199-z,Developing anesthesia nursing micro-credentials based on core competencies: a Delphi study,2025,BMC Medical Education,semanticscholar,EXCLUDE,subfield keywords not in title or abstract,,
doi:10.5220/0007837000270039,Designing Software Architecture to Support Continuous Delivery and DevOps: A Systematic Literature Review,2019,International Conference on Software and Data Technologies,semanticscholar,EXCLUDE,manual override; original auto verdict was EXCLUDE,slr,EXCLUDE
doi:10.1108/josm-12-2022-0398,Digital service innovation challenges faced during servitization: a multi-level perspective,2023,Journal of Service Management,semanticscholar,EXCLUDE,subfield keywords not in title or abstract,,
doi:10.1108/jsm-12-2022-0388,Well-being co-creation in service ecosystems: a systematic literature review,2023,Journal of Services Marketing,semanticscholar,EXCLUDE,subfield keywords not in title or abstract,,
