paper_key,bucket,year,citationCount,title,venue,abstract_excerpt,KEEP_OR_DROP
doi:10.11648/j.ijsmit.20251101.14,A,2025,2,Time to Value (TtV) as a Missing Requirements Prioritization Criterion for Startup Survival: Insights from Founders vs. Systematic Literature Review,International Journal of Sustainability Management and Information Technologies,"Software startups operate under extreme uncertainty and financial pressure, making Requirements Prioritization (RP) a critical activity for improving survival prospects. This study investigates which prioritization criteria are most relevant to early-stage ventures by conducting a systematic literature review (SLR) of …",
doi:10.5220/0012688100003687,A,2024,1,Machine Learning-Enhanced Requirements Engineering: A Systematic Literature Review,International Conference on Evaluation of Novel Approaches to Software Engineering,": In the software lifecycle, requirements are often subjective and ambiguous, challenging developers to comprehend and implement them accurately and thoroughly. Nevertheless, using techniques and knowledge can help analysts simplify and improve requirements comprehensibility, ensuring that the final product meets the c…",
doi:10.48550/arxiv.2411.03656,A,2024,1,Requirements Engineering for Older Adult Digital Health Software: A Systematic Literature Review,arXiv.org,"Growth of the older adult population has led to an increasing interest in technology-supported aged care. However, the area has some challenges such as a lack of caregivers and limitations in understanding the emotional, social, physical, and mental well-being needs of seniors. Furthermore, there is a gap in the unders…",
doi:10.55905/revconv.16n.12-134,A,2023,1,Practicing requirements elicitation in a serious game: comparison between non-immersive and immersive virtual reality,Contribuciones a las ciencias sociales,"One of the biggest problems in teaching Requirements Engineering at universities is the lack of access to real projects, which could allow students to interact with stakeholders and practice communication skills while conducting requirements elicitation. This article presents a serious game for practicing requirements …",
doi:10.1109/ice/itmc61926.2024.10794233,A,2024,1,Agile Requirements Engineering as a Service: The Co-Creation of the Let's Care Hub,"International Conference on Engineering, Technology and Innovation","The engineering of Information and Knowledge-Management Systems presents challenges due to changing environments and diverse stakeholder needs. Traditional requirement engineering approaches often result in dissatisfaction among stakeholders and users. To address this, agile methodologies have emerged as a solution, em…",
doi:10.1145/3364641.3364678,A,2019,1,Uni-REPM SCS: A Safety Maturity Model for Requirements Engineering Process,Brazilian Symposium on Software Quality,Context: Software is an important part in safety-critical system (SCS) development since it is becoming a major source of hazards. Software has been responsible to implement innovative and complex functions and to send instructions to the hardware. Requirements-related hazards have been associated with many accidents a…,
doi:10.1109/iri62200.2024.00071,A,2024,1,Visual Analytics in Requirements Engineering: A Systematic Literature Review,IEEE International Conference on Information Reuse and Integration,"The research on visual analytics (VA) for requirements engineering (RE) has noticeability advanced in the past few years. For many software projects, RE needs an effective and efficient path from data to decision. VA creates such a path that enables the user/requirements engineer to extract meaningful insights by inter…",
doi:10.7251/zrsng1801106s,A,2019,1,Human factor in software requirements engineering: Preliminary review of qualitative empirical studies,ZBORNIK RADOVA UNIVERZITETA SINERGIJA,"Software requirements engineering is a field insoftware engineering that highly depends on human factor sinceit includes knowledge and skills from domain of softwareengineering and from the domain of problem where software willbe used, but also from both organizational and social sciencesaspects. Therefore, researching…",
doi:10.48550/arxiv.2212.01224,A,2022,1,Software Requirements Engineering Healthcare Implementation Maturity Model (SRE-HIMM) for Global Health-Care Information System,arXiv.org,"A Healthcare information system (HIS) is a complex information system in nature that deal with early disease detection and therapeutic. However, the development of these systems is quite complex in a collocated environment. Therefore, Healthcare organizations are outsourcing their projects to a globally distributed env…",
doi:10.28945/5262,A,2024,1,Barriers of Agile Requirements Engineering in the Public Sector: A Systematic Literature Review,"Interdisciplinary Journal of Information, Knowledge, and Management","Aim/Purpose: The objective of this study is to summarize the challenges of Agile Requirements Engineering (Agile RE) in the public sector in republican and constitutional monarchy nations. Additionally, it offers recommendations to address these challenges.  Background: Failure of IT projects in the public sector resul…",
doi:10.17587/prin.12.339-349,A,2021,1,Requirements Engineering for Software Systems: A Systematic Literature Review,PROGRAMMNAYA INGENERIA,This article contains a systematic literature review of requirements engineering for software systems. The literature published within last 5 years was included into the review. A research question was defined as requirements development process of large scale software system (with thousands of requirements) and an int…,
doi:10.1007/978-3-031-10161-8_3,A,2021,1,A Detailed Analysis of a Systematic Review About Requirements Engineering Processes for Multi-agent Systems,International Conference on Agents and Artificial Intelligence,,
doi:10.19053/01211129.v31.n62.2022.14839,A,2022,1,Agile Functional Requirements Modeling from Goal-Oriented Requirements Engineering: A Systematic Mapping Study,Revista Facultad de Ingeniería,"During the last two decades, the application of Goal-Oriented Requirements Engineering has increased in software projects, mainly because this approach is useful during the requirements analysis process and supports the realization of tasks such as requirements elaboration, validation, and planning, and can be used as …",
doi:10.1142/s0219649220400109,A,2020,1,Requirements Engineering in Cloud and Service-Oriented Systems: A Systematic Mapping Study,Journal of Information & Knowledge Management,"The domain of Cloud and Service-oriented requirements engineering (SORE) focuses on modelling, specifying, and analysing requirements to enable software development in a service-oriented manner. Even though Cloud and SORE has received increasing attention over the past decade, there is no clear view of the current stat…",
doi:10.1049/sfw2/8953863,A,2025,1,Systematic Mapping of AI‐Based Approaches for Requirements Prioritization,IET Software,"Context and Motivation: Requirements prioritization (RP) is a main concern of requirements engineering (RE). Traditional prioritization techniques, while effective, often involve manual effort and are time‐consuming. In recent years, thanks to the advances in AI‐based techniques and algorithms, several promising altern…",
doi:10.48550/arxiv.2304.13693,A,2023,1,"Requirements Engineering, Software Testing and Education: A Systematic Mapping",arXiv.org,"The activities of requirements engineering and software testing are intrinsically related to each other, as these two areas are linked when seeking to specify and also ensure the expectations of a software product, with quality and on time. This systematic mapping study aims to verify how requirements and testing are b…",
ss:c310dcd3bfb9c96a5b07b246b29f2cd390105891,A,2014,1,Requirements Engineering Improvement Today - A Systematic Mapping Study,,,
ss:f48d0a5f8949f69192195d3c602af07418241f04,A,2021,1,Técnicas de elicitação de requisitos no desenvolvimento de software: uma revisão sistemática da literatura Requirements elicitation techniques for software development: a systematic review of literature,,,
doi:10.1007/978-981-19-3359-2_22,A,2022,1,A Systematic Review About Requirements Elicitation for Multi-Agent Systems,Agent and Multi-Agent Systems: Technologies and Applications,,
doi:10.1109/apsec60848.2023.00030,A,2023,1,Sentiment Analysis for Requirements Elicitation from App Reviews: A Systematic Mapping Study,Asia-Pacific Software Engineering Conference,"In software stores, user reviews are the most direct feedback on product experiences and requirements. Sentiment analysis (SA) technology has been proven to be efficient for review mining-based requirements elicitation. Our objective is to identify the trend and actuality in SA for requirements elicitation from app rev…",
doi:10.1145/3594315.3594373,A,2023,1,"Automated Methodology for Classifying Non-functional Requirements: Challenges, Validation Aspects & New Research Directions",International Conference on Computing and Artificial Intelligence,"The development of higher-quality software is thought to be greatly influenced by non-functional requirements or software quality traits. How to classify non-functional requirements automatically and efficiently has become the top priority. This systematic review aims to outline the cutting-edge automated approaches, m…",
doi:10.30574/wjaets.2021.4.1.0080,A,2021,1,Identification and classification of barriers and benefits of requirements traceability in project development,World Journal of Advanced Engineering Technology and Sciences,"Requirements are conditions that a product, service, or process must present and requirements management facilitates this realization. For this, the requirements traceability technique is used for the development of projects and systems and all management of the requirements life cycle. However, the literature recogniz…",
doi:10.12785/ijcds/1571038266,A,2025,1,Requirements Traceability Approaches: A Systematic Literature Review,International Journal of Computing and Digital Systems,,
doi:10.1002/smr.70039,A,2025,1,Scalability and Limitations of Existing Software Requirements Prioritization Techniques: A Systematic Literature Review,J. Softw. Evol. Process.,"Requirements prioritization puts more emphasis on the software requirements based on their importance, making it a crucial activity in managing software requirements throughout the software development process. This work explains the concept of prioritization techniques, their relevance, and related issues. Recent lite…",
doi:10.14483/23448393.19411,A,2023,0,A Model for Documenting Requirements Elicitation,Ingeniería,Context: This work proposes a model to document the elicitation of requirements in the field of Requirements Engineering. Method: A systematic review of the literature was conducted to determine the validity and effectiveness of the existing models for documenting requirements elicitation. Results: By analyzing the res…,
doi:10.1134/s0361768825700604,A,2025,0,Natural Language Processing for Requirements Elicitation and Analysis: A Systematic Literature Review of Techniques and Tools,Programming and computer software,,
doi:10.1109/conisoft63288.2024.00019,A,2024,0,Identification of Practices for Representing Indigenous Groups in Software Requirements Elicitation: A Systematic Literature Review,2024 12th International Conference in Software Engineering Research and Innovation (CONISOFT),"Software engineering is a discipline that impacts everyone throughout society. However, sometimes end users are not considered in the requirements elicitation process, leading to their needs being ignored and resulting in systems that may not be used. Furthermore, when the users are indige-nous groups, their beliefs, t…",
doi:10.2478/picbe-2025-0410,A,2025,0,Designing Internet of Things Systems for Circular Economy and Digital Product Passports – A Requirements Engineering Perspective,Proceedings of the International Conference on Business Excellence,"Abstract The proliferation of Internet of Things technologies presents unprecedented opportunities for enhancing sustainability through the principles of the Circular Economy. This research explores the integration of Digital Product Passports within Internet of Things systems to support Circular Economy goals, focusin…",
doi:10.23887/janapati.v13i2.53366,A,2024,0,Requirements Engineering Quality: a Literature Review,Jurnal Nasional Pendidikan Teknik Informatika (JANAPATI),"Requirements Engineering Quality (REQ) has a large influence on the success of a software project. A systematic literature review (SLR) is conducted to get complete information about REQ. SLR reviewed 46 relevant publications from 2016 – 2022, sourced from three literature sources: Science Direct, Scopus, and IEEE. Bas…",
doi:10.15381/pesquimat.v26i2.26312,A,2023,0,Challenges of requirements engineering in the (XP) methodology: a systematic review,Pesquimat,"The practice of Requirements Engineering (RI) in agile development is substantially different from traditional development. Extreme programming – (XP)(Beck, 2004) is one of the approaches of these agile methods. Traditional methodologies with their waterfall proposal, in pre-established phases, are being replaced by ag…",
doi:10.1109/qicar61538.2024.10496655,A,2024,0,Comparison of Requirements Engineering Methods for IoT-based Systems: A Systematic Mapping Study,2024 10th International Conference on Artificial Intelligence and Robotics (QICAR),"The Internet of Things (IoT) is an emerging field and refers to things equipped with electronic devices, software, and sensors that communicate with each other and exchange data over the Internet. Due to the inherent characteristics of IoT-based systems, such as network, software, hardware, context awareness, interoper…",
ss:95b5fac43f65dd0b042d0052c1775d6b2add758e,A,2017,0,The use of controlled vocabularies in requirements engineering activities: a protocol for a systematic literature review,arXiv.org,Context: The Evidence-Based Software Engineering (EBSE) paradigm and the planning phase of a systematic literature review. Objective: A protocol to do a systematic literature review with detailed information about the processes suggested by several guidelines in the field of evidence-based software engineering. Method:…,
doi:10.1109/conisoft58849.2023.00018,A,2023,0,Requirements Traceability Tools and Issues in Very Small Entities: A Systematic Literature Review and a Tool Proposal,2023 11th International Conference in Software Engineering Research and Innovation (CONISOFT),"Traceability is a crucial activity of software engineering because it allows stakeholders to track the progress of the project and to rapidly find how software artifacts are linked to each other. However, small organizations often overlook the importance of traceability and fail to capitalize on its benefits. This pape…",
doi:10.1109/isc260477.2024.11004191,A,2024,0,Requirements Engineering for Smart Cities: Emerging Trends and Techniques,2024 IEEE International Smart Cities Conference (ISC2),"Smart cities provide technological solutions designed to address urban challenges and improve the quality of life. To formulate effective smart city solutions, it is crucial to align proposed solutions with the needs of the city's stakeholders, including citizens. A software engineering discipline that focuses on a sys…",
doi:10.1109/cscwd49262.2021.9437880,A,2021,0,Requirements Elicitation for Collaborative Systems: A Systematic Review,International Conference on Computer Supported Cooperative Work in Design,Requirements elicitation is one of the most essential activities in requirements engineering. A growing trend in collaborative applications has imposed a challenge for requirements engineers to properly elicit requirements. The aim of this work is to identify and present the elicitation techniques that have been applie…,
doi:10.48550/arxiv.2511.18634,A,2025,0,ChroniUXMag: A Persona-Driven Framework for Inclusive mHealth Requirements Engineering,arXiv.org,"Mobile health (mHealth) applications are increasingly adopted for chronic disease management, yet they face persistent challenges related to accessibility, inclusivity, and sustained engagement. Patients'needs evolve dynamically with their health progression, adherence, and caregiver support, creating unique requiremen…",
doi:10.29327/1298728.24-7,A,2021,0,Requirements Engineering for Embedded Systems: A Systematic Literature Review,Workshop em Engenharia de Requisitos,,
doi:10.1109/ictke62841.2024.10787176,A,2024,0,A Systematic Literature Review on Agile Requirements Engineering and Artificial Intelligence,International Conference on ICT and Knowledge Engineering,The iterative nature of agile requirements engineering often requires considerable time and effort. Research on automation processes with artificial intelligence for agile requirements engineering practices has gained popularity in recent years. The objective of this study is to conduct a systematic literature review a…,
doi:10.15514/ispras-2023-35(1)-10,A,2023,0,A Systematic Mapping Study on Process Improvement in Software Requirements Engineering,Proceedings of the Institute for System Programming of RAS,"Software analysis is the process carried out to obtain requirements that reflects the needs of a client's stakeholders and that allows the construction of a software product that meets their expectations. However, it is also known as a process where many defects are injected. In this context, although process improveme…",
doi:10.1109/iraset60544.2024.10549276,A,2024,0,Assessing Requirements Engineering Practices' Impact on Electronic Government Solution Sustainability,"2024 4th International Conference on Innovative Research in Applied Science, Engineering and Technology (IRASET)","E-Government initiatives leverage Information and Communication Technologies (ICTs) to enhance governmental efficiency and facilitate online service provision. Software Requirements Engineering (RE) plays a critical role in ensuring the success of these initiatives by identifying, analyzing, documenting, validating, an…",
doi:10.5281/zenodo.10182527,A,2023,0,Systematic Review Protocol: Requirements Engineering in Quantum Computing,arXiv.org,"Context: Quantum computing (QC) represents a paradigm shift in computational capabilities, presenting unique challenges in requirements engineering (RE). The complexity of quantum systems and rapid technological advancements necessitate a comprehensive understanding of the current state and future trajectories in RE fo…",
doi:10.48550/arxiv.2509.03541,A,2025,0,Towards the Datasets Used in Requirements Engineering of Mobile Apps: Preliminary Findings from a Systematic Mapping Study,arXiv.org,"[Background] Research on requirements engineering (RE) for mobile apps employs datasets formed by app users, developers or vendors. However, little is known about the sources of these datasets in terms of platforms and the RE activities that were researched with the help of the respective datasets. [Aims] The goal of t…",
doi:10.33140/jctcsr.03.04.01,A,2024,0,Requirements Engineering Approaches for Big Data Project Development,Journal of Current Trends in Computer Science Research,"Context: Today’s digital world with millions of users results in vast amounts of data. This ‘big data’, characterized according to its volume, variety, velocity, and veracity, is impacting the lives of data users worldwide in many ways and has become important for day-to-day decision-making. Problem: Requirements engin…",
doi:10.48550/arxiv.2506.20754,A,2025,0,Domain Knowledge in Requirements Engineering: A Systematic Mapping Study,EUROMICRO Conference on Software Engineering and Advanced Applications,"[Context] Domain knowledge is recognized as a key component for the success of Requirements Engineering (RE), as it provides the conceptual support needed to understand the system context, ensure alignment with stakeholder needs, and reduce ambiguity in requirements specification. Despite its relevance, the scientific …",
doi:10.1109/rew66121.2025.00019,A,2025,0,Towards Using Personas in Requirements Engineering: What Has Been Changed Recently?,2025 IEEE 33rd International Requirements Engineering Conference Workshops (REW),"In requirements engineering (RE), personas are now being used to represent user expectations and needs. This systematic mapping study (SMS) aims to explore the most recent studies and to cover recent changes in trends, especially related to the recent evolution of Generative AI approaches. Our SMS covers the period bet…",
ss:2119379c28effba317b304e0e8724a7707238d8c,A,2016,0,Alignment of requirements engineering and software testing : a systematic mapping study,,,
doi:10.1109/clei56649.2022.9959962,A,2022,0,How Has Requirements Engineering Supported Data Protection?,Latin American Computing Conference / Conferencia Latinoamericana En Informatica,"With the constant development of new solutions that process personal data and the approval of privacy regulations such as GDPR and LGPD, the demand for development teams to be prepared, engaged, and responsible for implementing software that guarantees users’ data protection has increased. The privacy concern must be p…",
doi:10.5753/sbqs.2025.14964,A,2025,0,"Advances in Requirements Engineering for Well-Being, Aging, and Health: A Systematic Mapping Study",Brazilian Symposium on Software Quality,"Context. The increasing focus on well-being, aging, and health (WBAH) is impacting various fields, including Requirements Engineering (RE). This is particularly relevant, as RE involves defining, documenting, and managing software system requirements to ensure that developed systems effectively address user needs. Howe…",
doi:10.61799/2216-0388.1204,A,2022,0,Artificial intelligence in requirements engineering: a systematic mapping study,Mundo Fesc,"A medida que el software permea todos los ámbitos de la sociedad, se hace imprescindible la entrega de productos de calidad que satisfagan las demandas de las partes interesadas y es así, como la industria del software siempre tiene como reto mejorar sus actividades de desarrollo. La inteligencia artificial se ha utili…",
ss:fbc021f4f4ed637d602b5fef59a38d0a9f524786,A,2025,0,Characterizing Datasets for LLM-based Requirements Engineering: A Systematic Mapping Study,,"Large Language Models (LLMs) depend on high-quality, domain-specific natural language datasets. This dependency is particularly pronounced in Requirements Engineering (RE), where core activities rely on textual artifacts such as requirements, specifications, and stakeholder feedback. Despite the increasing use of LLMs …",
doi:10.21272/hem.2022.4-08,A,2022,0,A Note on End-User Requirements Elicitation for Electronic Medical Records Implementations,Health Economics and Management Review,This paper summarises the arguments and counterarguments within the scientific discussion on the issue of the implementation of Electronic Medical Records (EMR). The primary purpose of the research is to present a framework for gathering end-user requirements in EMR system implementation. The cross-geographical literat…,
doi:10.1109/ieem63636.2025.11357577,A,2025,0,"Requirements Elicitation for a Methodology to Systematically Identify, Evaluate, and Select Suitable AI-Based Solutions in Manufacturing Companies",IEEE International Conference on Industrial Engineering and Engineering Management,"German manufacturing companies are currently confronted with rising cost and quality pressures, increasing efficiency demands, and a growing shortage of skilled labor. The adoption of artificial intelligence (Al) presents considerable potential to address these challenges. However, despite this recognized potential, ma…",
doi:10.1109/conisoft63288.2024.00020,A,2024,0,Identifying Key Factors for Using Ethnography in Software Requirements Elicitation: A Systematic Literature Review,2024 12th International Conference in Software Engineering Research and Innovation (CONISOFT),"During the early activities of developing the require-ments for a software product, selecting appropriate elicitation techniques is crucial. If not addressed early, missing, misin-terpreted, and incorrect requirements can lead to significant rework. The selection process for the elicitation techniques involves thorough…",
doi:10.5555/3021955.3021988,A,2016,0,Caracterização dos Processos para Elicitação de Requisitos de Software: Uma revisão sistemática da literatura [Characterizing Software Requirements Elicitation Processes: A Systematic Literature Review],Brazilian Symposium on Information Systems,,
doi:10.1109/icoseit67010.2025.11290791,A,2025,0,An Adaptive Requirements Elicitation Model for Digital Transformation in the Non-Profit Sector: A Systematic Review,2025 3rd International Conference on Software Engineering and Information Technology (ICoSEIT),"In the context of non-profit organizations, a successful Digital Transformation highly depends on the ability to understand the needs of user, especially in high-stakes strategic initiatives such as e-government services or university e-learning systems. However, the process of requirements elicitation in this complex …",
doi:10.33411/ijist/202571159176,A,2025,0,Improving Software Requirements Elicitation in Agile Environment,International Journal of Agriculture &amp; Sustainable Development,Requirement elicitation plays an important role during the software development life cycle. The selection of an improper requirement elicitation method will affect the quality of developed software. Agile methodologies are popular in the industry and follow an incremental approach to developing software. Agile methodol…,
doi:10.1109/icoco62848.2024.10928262,A,2024,0,Exploring Non-Functional Requirements in Requirements Engineering: A Systematic Review,2024 IEEE International Conference on Computing (ICOCO),"Non-functional requirements (NFRs) are often poorly documented and inadequately integrated into the software development process resulting in discrepancies between expected and actual system quality. This gap leads to a number of issues like requirement ambiguity, ineffective stakeholder communication and inadequate va…",
doi:10.48550/arxiv.2509.01068,A,2025,0,A Survey on the Techniques and Tools for Automated Requirements Elicitation and Analysis of Mobile Apps,arXiv.org,"[Background:] Research on automated requirements elicitation and analysis of mobile apps employed lots of techniques and tools proposed by RE researchers and practitioners. However, little is known about the characteristics of these techniques and tools as well as the RE tasks in requirements elicitation and analysis t…",
doi:10.1016/j.infsof.2009.11.006,B,2010,202,A systematic review on strategic release planning models,Information and Software Technology,Context: Strategic release planning (sometimes referred to as road-mapping) is an important phase of the requirements engineering process performed at product level. It is concerned with selection and assignment of requirements in sequences of releases such that important technical and resource constraints are fulfille…,
doi:10.1109/re51729.2021.00025,B,2021,92,"Exploring Explainability: A Definition, a Model, and a Knowledge Catalogue",IEEE International Requirements Engineering Conference,"The growing complexity of software systems and the influence of software-supported decisions in our society awoke the need for software that is transparent, accountable, and trust-worthy. Explainability has been identified as a means to achieve these qualities. It is recognized as an emerging non-functional requirement…",
doi:10.1016/j.infsof.2019.106241,B,2020,82,Intelligent software engineering in the context of agile software development: A systematic literature review,Information and Software Technology,"Abstract CONTEXT: Intelligent Software Engineering (ISE) refers to the application of intelligent techniques to software engineering. We define an “intelligent technique” as a technique that explores data (from digital artifacts or domain experts) for knowledge discovery, reasoning, learning, planning, natural language…",
doi:10.1016/j.csi.2019.103389,B,2020,73,A systematic literature review on requirement prioritization techniques and their empirical evaluation,Comput. Stand. Interfaces,"Abstract [Context and Motivation] Many requirements prioritization approaches have been proposed, however not all of them have been investigated empirically in real-life settings. As a result, our knowledge of their applicability and actual use is incomplete. [Question/problem] A 2007 systematic review on requirements …",
doi:10.1109/relaw.2011.6050270,B,2011,70,A systematic review of goal-oriented requirements management frameworks for business process compliance,2011 Fourth International Workshop on Requirements Engineering and Law,"Legal compliance has been an active topic in Software Engineering and Information Systems for many years. However, business analysts and others recently started exploiting Requirements Engineering techniques, and in particular goal-oriented approaches, to model and reason about legal documents in system design and busi…",
doi:10.1109/access.2022.3182372,B,2022,55,The Use of NLP-Based Text Representation Techniques to Support Requirement Engineering Tasks: A Systematic Mapping Review,IEEE Access,"Natural Language Processing (NLP) is widely used to support the automation of different Requirements Engineering (RE) tasks. Most of the proposed approaches start with various NLP steps that analyze requirements statements, extract their linguistic information, and convert them to easy-to-process representations, such …",
doi:10.1016/j.infsof.2018.06.011,B,2018,54,Development of a human error taxonomy for software requirements: A systematic literature review,Information and Software Technology,"Abstract Background Human-centric software engineering activities, such as requirements engineering, are prone to error. These human errors manifest as faults. To improve software quality, developers need methods to prevent and detect faults and their sources. Aims Human error research from the field of cognitive psych…",
doi:10.1186/s12911-022-02037-8,B,2022,50,Requirements and challenges of hospital dashboards: a systematic literature review,BMC Medical Informatics and Decision Making,"Background Today, the use of data in administrative and clinical processes is quite challenging due to the large volume of data, data collection from various sources, and lack of data structure. As a data management tool, dashboards play an important role in timely visual display of critical information on key performa…",
doi:10.4236/jsea.2014.713097,B,2014,49,Ontologies for Software Project Management: A Review,,"Software Project Management is a knowledge intensive process that can benefit substantially from ontology development and ontology engineering. Ontology development could facilitate or improve substantially the software development process through the improvement of knowledge management, the increase of software and ar…",
doi:10.1007/s00766-021-00367-z,B,2022,49,Empirical research on requirements quality: a systematic mapping study,Requirements Engineering,"Research has repeatedly shown that high-quality requirements are essential for the success of development projects. While the term “quality” is pervasive in the field of requirements engineering and while the body of research on requirements quality is large, there is no meta-study of the field that overviews and compa…",
doi:10.1155/2020/8830683,B,2020,42,A Systematic Literature Review on Using Machine Learning Algorithms for Software Requirements Identification on Stack Overflow,Secur. Commun. Networks,Context. The improvements made in the last couple of decades in the requirements engineering (RE) processes and methods have witnessed a rapid rise in effectively using diverse machine learning (ML) techniques to resolve several multifaceted RE issues. One such challenging issue is the effective identification and clas…,
doi:10.1007/s10462-023-10667-1,B,2024,42,The application of AI techniques in requirements classification: a systematic mapping,Artificial Intelligence Review,"Requirement Analysis is the essential sub-field of requirements engineering (RE). From the last decade, numerous automatic techniques are widely exploited in requirements analysis. In this context, requirements identification and classification is challenging for RE community, especially in context of large corpus and …",
doi:10.1016/j.jss.2018.04.064,B,2018,41,Quality of software requirements specification in agile projects: A cross-case analysis of six companies,Journal of Systems and Software,"Abstract Agile Software Development (ASD) has several limitations concerning its requirements engineering activities. Improving the quality of Software Requirements Specifications (SRSs) in ASD may help to gain a competitive advantage in the software industry. Based on the findings of a Systematic Mapping study, six in…",
doi:10.1109/access.2021.3117989,B,2021,40,Challenges of Software Requirements Quality Assurance and Validation: A Systematic Literature Review,IEEE Access,"Validation of software requirements is a primary phase in requirements engineering that ensures requirements match the target system with the intended needs of the acquirer. It aims to detect and correct errors that prevail in the specified requirements. Although there are tremendous requirements validation approaches,…",
doi:10.1109/access.2022.3173745,B,2022,35,Systematic Literature Mapping of User Story Research,IEEE Access,"User stories are a widely used artifact in Agile software development. Currently, only a limited number of secondary studies have reviewed the research on the user story technique. These research reviews focused on specific research topics related to ambiguity of requirements, effort estimation, and the application of …",
doi:10.1016/j.jss.2022.111483,B,2022,33,Identification and measurement of Requirements Technical Debt in software development: A systematic literature review,Journal of Systems and Software,"Context: Requirements Technical Debt are related to the distance between the ideal value of the specification and the actual implementation of the system, which are consequences of strategic decisions for immediate gains, or unintended changes in context. To ensure the evolution of the software, it is necessary to to m…",
doi:10.1016/j.is.2020.101505,B,2020,32,On the declarative paradigm in hybrid business process representations: A conceptual framework and a systematic literature study,Information Systems,"Abstract Process modeling plays a central role in the development of today’s process-aware information systems both on the management level (e.g., providing input for requirements elicitation and fostering communication) and on the enactment level (providing a blue-print for process execution and enabling simulation). …",
doi:10.1007/s10664-023-10331-w,B,2023,28,An empirically based model of software prototyping: a mapping study and a multi-case study,Empirical Software Engineering,"Context Prototyping is an established practice within product and user interface design that is also used as a requirements engineering (RE) practice within agile development. Even so, there is a lack of theory on prototyping. Aims Our main research objective is to support practitioners in improving on their prototypin…",
ss:5f0c1c166a04e15caae19ef72717c68e8a939107,B,2020,24,30 Years of Software Refactoring Research: A Systematic Literature Review,arXiv.org,"Due to the growing complexity of software systems, there has been a dramatic increase and industry demand for tools and techniques on software refactoring in the last ten years, defined traditionally as a set of program transformations intended to improve the system design while preserving the behavior. Refactoring stu…",
doi:10.1109/ic2ie50715.2020.9274564,B,2020,23,"Variability and Commonality Requirement Specification on Agile Software Development: Scrum, XP, Lean, and Kanban",2020 3rd International Conference on Computer and Informatics Engineering (IC2IE),"The user story widely studied insufficiently describes the software requirements. Many studies discuss the challenges of requirements specifications and proposed solutions. However, there are many agile methods and each method embraces different practices. Therefore, the solution has to follow each method’s ceremonies.…",
doi:10.1016/j.infsof.2020.106298,B,2020,23,Analyzing and documenting the systematic review results of software testing ontologies,Information and Software Technology,"Abstract Context Software testing is a complex area since it has a large number of specific methods, processes and strategies, involving a lot of domain concepts. Therefore, it would be valuable to have a conceptualized software testing ontology that explicitly and unambiguously defines the concepts. Consequently, it i…",
doi:10.3390/app11073117,B,2021,22,Performance Evaluation Metrics for Multi-Objective Evolutionary Algorithms in Search-Based Software Engineering: Systematic Literature Review,Applied Sciences,"Many recent studies have shown that various multi-objective evolutionary algorithms have been widely applied in the field of search-based software engineering (SBSE) for optimal solutions. Most of them either focused on solving newly re-formulated problems or on proposing new approaches, while a number of studies perfo…",
doi:10.1109/re.2019.00038,B,2019,21,On the Requirements for Serious Games Geared Towards Software Developers in the Industry,IEEE International Requirements Engineering Conference,"Teaching industry staff on cybersecurity issues is a fundamental activity that must be undertaken in order to guarantee the delivery of successful and robust products to market. Much research attention has been devoted to this topic over the last years. However, the research which has been done has not focused on devel…",
doi:10.48550/arxiv.2306.04605,B,2023,21,Empowering Business Transformation: The Positive Impact and Ethical Considerations of Generative AI in Software Product Management - A Systematic Literature Review,arXiv.org,"Generative Artificial Intelligence (GAI) has made outstanding strides in recent years, with a good-sized impact on software product management. Drawing on pertinent articles from 2016 to 2023, this systematic literature evaluation reveals generative AI's potential applications, benefits, and constraints in this area. T…",
doi:10.1016/j.infsof.2021.106567,B,2021,20,Test case generation for agent-based models: A systematic literature review,Information and Software Technology,"Context: Agent-based models play an important role in simulating complex emergent phenomena and supporting critical decisions. In this context, a software fault may result in poorly informed decisions that lead to disastrous consequences. The ability to rigorously test these models is therefore essential. Objective: Ou…",
doi:10.1007/s00766-023-00412-z,B,2024,20,A systematic literature review of pre-requirements specification traceability,Requirements Engineering,"Requirements traceability (RT) is the ability to link requirements to other software development artifacts. In pre-requirements (pre-RS) traceability, requirements are linked to their origin, such as interviews with stakeholders, meeting protocols, or legacy systems. Compared with post-RS traceability, which links requ…",
doi:10.1145/3386160,B,2020,19,Security and Privacy Requirements for Cloud Computing in Healthcare,ACM Transactions on Management Information Systems,"Cloud computing promises essential improvements in healthcare delivery performance. However, its wide adoption in healthcare is yet to be seen, one main reason being patients’ concerns for security and privacy of their sensitive medical records. These concerns can be addressed through corresponding security and privacy…",
doi:10.1016/j.jss.2016.03.046,B,2016,18,DSS from an RE Perspective: A systematic mapping,Journal of Systems and Software,"Decision support systems (DSS) provide a unified analytical view of business data to better support decision-making processes. Such systems have shown a high level of user satisfaction and return on investment. However, several surveys stress the high failure rate of DSS projects. This problem results from setting the …",
doi:10.5220/0011082000003176,B,2022,16,"Towards the Art of Writing Agile Requirements with User Stories, Acceptance Criteria, and Related Constructs",International Conference on Evaluation of Novel Approaches to Software Engineering,": Nowadays, more organizations adopt agile methodologies to guarantee short and frequent delivery times. A plethora of novel approaches and concepts regarding requirements engineering in this context are emerging. User stories are usually informally described as general explanations of software features, written from e…",
