paper_key,title,year,venue,source,verdict,reason,type,override_verdict
doi:10.22495/cgobrv7i4p4,Talent management in the manufacturing sector: A systematic literature review,2023,Corporate Governance and Organizational Behavior Review,semanticscholar,EXCLUDE,subfield keywords not in title or abstract,,
ss:00ca068e159a26760199a7858507dc945c06ff73,A revisão sistemática de literatura como ferramenta de incentivo a iniciação à pesquisa em gestão ambiental: um relato de experiência / The systematic review of literature as a tool to estimulate the research learning in environmental management: an experience report,2017,,semanticscholar,EXCLUDE,subfield keywords not in title or abstract,,
doi:10.1017/s1478951525100795,Palliative care nursing roles in the acute inpatient setting: A scoping review,2025,Palliative & Supportive Care,semanticscholar,EXCLUDE,subfield keywords not in title or abstract,,
doi:10.1108/dprg-11-2020-0159,Digital sustainability: how information and communication technologies (ICTs) support sustainable development goals (SDGs) assessment in municipalities,2021,Digital Policy Regulation and Governance,semanticscholar,EXCLUDE,subfield keywords not in title or abstract,,
doi:10.3390/mi16060606,Process Development Methods in Microtechnology and the Associated Process Environment,2025,Micromachines,semanticscholar,EXCLUDE,subfield keywords not in title or abstract,,
doi:10.1108/ohi-03-2023-0065,Machine learning applications for a better demand controlled ventilation system experience in buildings: a review,2023,Open House International,semanticscholar,EXCLUDE,subfield keywords not in title or abstract,,
doi:10.33899/tanra.2021.170354,Causes of IT Project Failure: A Systematic Review,2021,TANMIYAT AL-RAFIDAIN,semanticscholar,EXCLUDE,subfield keywords not in title or abstract,,
doi:10.3390/su16020505,A Study of Environmental Education Requirements in Urban Theme Parks from the Perspective of Adolescents,2024,Sustainability,semanticscholar,EXCLUDE,subfield keywords not in title or abstract,,
ss:017db27e3a6b507250bd0c35bd0c4fd0e3a85f1e,Tourism experience co-creation: a service-dominant logic-driven model,2019,,semanticscholar,EXCLUDE,subfield keywords not in title or abstract,,
doi:10.1088/0957-0233/13/1/001,Editorial: Outgoing Honorary Editor,2002,,semanticscholar,EXCLUDE,subfield keywords not in title or abstract,,
doi:10.3390/jpm14030282,"Patient-Generated Health Data (PGHD): Understanding, Requirements, Challenges, and Existing Techniques for Data Security and Privacy",2024,Journal of Personalized Medicine,semanticscholar,EXCLUDE,subfield keywords not in title or abstract,,
doi:10.3389/fcomm.2024.1340026,Stakeholder involvement and preferences in landscape protection decision-making: a systematic literature review,2024,Frontiers in Communication,semanticscholar,EXCLUDE,subfield keywords not in title or abstract,,
ss:020910f41ca89508fbc4f90720c2355c2b4496e5,Quality Management of Patient Generated Health Data in Remote Patient Monitoring Using Medical Wearables - A Systematic Review.,2018,Studies in Health Technology and Informatics,semanticscholar,EXCLUDE,subfield keywords not in title or abstract,,
doi:10.22399/ijcesen.954,Literature Review on Lightweight Authentication Algorithms in Remote Data Transfer,2025,International Journal of Computational and Experimental Science and Engineering,semanticscholar,EXCLUDE,subfield keywords not in title or abstract,,
doi:10.1080/13697137.2024.2334035,Self-management eHealth solutions for menopause – a systematic scoping review,2024,Climacteric,semanticscholar,EXCLUDE,subfield keywords not in title or abstract,,
ss:0254441957f7e5187168f1b0a58ac3388e45f2aa,Risk and Compliance Management for Cloud Computing Services: Designing a Reference Model,2011,Americas Conference on Information Systems,semanticscholar,EXCLUDE,subfield keywords not in title or abstract,,
doi:10.1002/etc.5165,Species and Life‐Stage Sensitivity of Chinese Rare Minnow (Gobiocypris rarus) to Chemical Exposure: A Critical Review,2021,Environmental Toxicology and Chemistry,semanticscholar,EXCLUDE,subfield keywords not in title or abstract,,
doi:10.1016/j.jcot.2022.101878,Management of Andersson lesions of spine: A systematic review of the existing literature.,2022,Journal of Clinical Orthopaedics and Trauma,semanticscholar,EXCLUDE,subfield keywords not in title or abstract,,
ss:032d073697673f96143489721ba8f3155a09c2a0,Usefulness of the Umbrella Species Concept,2016,,semanticscholar,EXCLUDE,subfield keywords not in title or abstract,,
doi:10.1097/nnr.0b013e3181a30941,Effects of Case Management for Frail Older People or Those With Chronic Illness: A Systematic Review,2009,Nursing Research,semanticscholar,EXCLUDE,subfield keywords not in title or abstract,,
doi:10.1002/sd.2773,"Artificial intelligence ‐ driven sustainable development: Examining organizational, technical, and processing approaches to achieving global goals",2023,Sustainable Development,semanticscholar,EXCLUDE,subfield keywords not in title or abstract,,
doi:10.3389/fpubh.2025.1490454,Requirements for evidence-based management competency in healthcare: a scoping review,2025,Frontiers in Public Health,semanticscholar,EXCLUDE,subfield keywords not in title or abstract,,
doi:10.1055/s-0034-1384674,Muscle versus Fasciocutaneous Free Flaps in Heel Reconstruction: Systematic Review and Meta-Analysis,2014,Journal of reconstructive microsurgery,semanticscholar,EXCLUDE,subfield keywords not in title or abstract,,
doi:10.1159/000539085,Cost-Effectiveness of Managing MIH Teeth.,2024,Monographs in Oral Science,semanticscholar,EXCLUDE,subfield keywords not in title or abstract,,
doi:10.1007/s00068-023-02251-7,International efforts for improved terror preparedness: a necessity and an obligation,2023,European Journal of Trauma and Emergency Surgery,semanticscholar,EXCLUDE,subfield keywords not in title or abstract,,
ss:043b126e84887e9ecc4954fa4113a714973eae40,Stress management in dental students: a systematic review,2014,,semanticscholar,EXCLUDE,subfield keywords not in title or abstract,,
doi:10.1080/14693062.2023.2179587,Climate-related prudential regulation tools in the context of sustainable and responsible investment: a systematic review,2023,Climate Policy,semanticscholar,EXCLUDE,subfield keywords not in title or abstract,,
doi:10.1111/iej.13183,Subcutaneous emphysema in patients undergoing root canal treatment: a systematic review of the factors affecting its development and management.,2019,International Endodontic Journal,semanticscholar,EXCLUDE,subfield keywords not in title or abstract,,
doi:10.1016/j.ergon.2012.09.001,Task complexity: A review and conceptualization framework,2012,,semanticscholar,EXCLUDE,subfield keywords not in title or abstract,,
doi:10.5435/jaaos-d-18-00142,Radial Nerve Palsy Recovery With Fractures of the Humerus: An Updated Systematic Review.,2019,Journal of the American Academy of Orthopaedic Surgeons,semanticscholar,EXCLUDE,subfield keywords not in title or abstract,,
ss:04cbe16216c2c2eaeb7655ce5c6ee7297fdbb0c7,Multi-Method Approach and Formal Mathematical Model for Owner Ship Service Management on Cloud Computing Cost,2014,,semanticscholar,EXCLUDE,subfield keywords not in title or abstract,,
doi:10.31580/jmi.v12i2.3393,The role of knowledge management practices in driving innovation: A systematic literature review in the Nigeria education sector,2025,Journal of Management Info,semanticscholar,EXCLUDE,subfield keywords not in title or abstract,,
doi:10.56735/saltjsrh.ms2404020712,SYSTEMATIC REVIEW OF CONTRAST SENSITIVITY EFFECTS ACROSS VARIED DEGREES OF MYOPIA AND ASTIGMATISM,2024,SALT Journal of Scientific Research in Healthcare,semanticscholar,EXCLUDE,subfield keywords not in title or abstract,,
doi:10.4018/978-1-59904-039-4.ch001,Mass customization with configurable products and Configurators: A review of benefits and challenges,2007,,semanticscholar,EXCLUDE,subfield keywords not in title or abstract,,
doi:10.1109/icimcis63449.2024.10957463,Systematic Literature Review and Comparative Performance Analysis of SQL and NoSQL Databases in Big Data Applications,2024,"2024 International Conference on Informatics, Multimedia, Cyber and Information System (ICIMCIS)",semanticscholar,EXCLUDE,subfield keywords not in title or abstract,,
ss:0573fbf6b37399704e5630d441b0473836f49c28,Knowledge management challenges in small-and medium-sized enterprises,2014,,semanticscholar,EXCLUDE,subfield keywords not in title or abstract,,
doi:10.3390/diagnostics15030396,Harnessing Artificial Intelligence in Obesity Research and Management: A Comprehensive Review,2025,Diagnostics,semanticscholar,EXCLUDE,subfield keywords not in title or abstract,,
doi:10.3390/buildings15091428,Exploring the Impact of Construction 4.0 on Industrial Relations: A Comprehensive Thematic Synthesis of Workforce Transformation in the Digital Era of Construction,2025,Buildings,semanticscholar,EXCLUDE,subfield keywords not in title or abstract,,
ss:05b19a2ceff079b4941cf5290ae7ac4af371a87e,Assessment of enterprise information systems adoption in small & medium enterprises in Sri Lanka: A systematic review of literature,2018,,semanticscholar,EXCLUDE,subfield keywords not in title or abstract,,
doi:10.1007/s13412-023-00866-1,"Systematic review of wetland ecosystem services valuation in India: assessing economic approaches, knowledge gaps, and management implications",2023,Journal of Environmental Studies and Sciences,semanticscholar,EXCLUDE,subfield keywords not in title or abstract,,
ss:05e596dd65cfe36467188680e3ec3a3296020776,A Landscape Risk Assessment Framework for Salmon: A generalized approach and annotated bibliography to assess ecological risk to wild salmon associated with resource and urban development in Alaska,2015,,semanticscholar,EXCLUDE,subfield keywords not in title or abstract,,
doi:10.1016/j.heliyon.2024.e30357,Understanding perspectives for product design on personal data privacy in internet of things (IoT): A systematic literature review (SLR),2024,Heliyon,semanticscholar,EXCLUDE,subfield keywords not in title or abstract,,
doi:10.1017/s026646232510144x,PD06 New French Recommendations For The Coverage Of Connected Systems For Diabetes Care,2025,International Journal of Technology Assessment in Health Care,semanticscholar,EXCLUDE,subfield keywords not in title or abstract,,
doi:10.21511/bbs.20(1).2025.25,Bank capital management in emerging and frontier markets: Bibliometric analysis,2025,Banks and Bank Systems,semanticscholar,EXCLUDE,subfield keywords not in title or abstract,,
doi:10.1186/s40001-025-03529-9,Recommendations for the standardization and management of prolonged air leaks in lung surgery,2025,European Journal of Medical Research,semanticscholar,EXCLUDE,subfield keywords not in title or abstract,,
doi:10.1108/ci-08-2023-0197,Understanding the relevance and impact of the cost of quality in the construction industry: a systematic literature review using PRISMA,2024,Construction Innovation,semanticscholar,EXCLUDE,subfield keywords not in title or abstract,,
doi:10.7326/0003-4819-142-9-200505030-00013,Meta-Analysis: Exercise Therapy for Nonspecific Low Back Pain,2005,Annals of Internal Medicine,semanticscholar,EXCLUDE,subfield keywords not in title or abstract,,
ss:068b0e8c2f245cbf0b746409e6c8880f3df7bac8,Laser Clean Room Re-Design: A Manufacturing Facility Re-Layout,2010,,semanticscholar,EXCLUDE,subfield keywords not in title or abstract,,
doi:10.1002/jwmg.22523,Contrasting management paradigms for pronghorn in the arid Southwest and their northern range: a review,2023,Journal of Wildlife Management,semanticscholar,EXCLUDE,subfield keywords not in title or abstract,,
doi:10.1017/s1041610223003617,P92: Risk Assessment in People living with Dementia: A Systematic Review,2023,International Psychogeriatrics,semanticscholar,EXCLUDE,subfield keywords not in title or abstract,,
doi:10.1016/j.ctcp.2021.101395,The guidelines and policies that influence the conduct of Animal-Assisted Activities in Residential Aged-Care Facilities: A systematic integrative review.,2021,Complementary Therapies in Clinical Practice,semanticscholar,EXCLUDE,subfield keywords not in title or abstract,,
ss:0742a6d27050478bce6e35e2edab79626a000b73,Management of Water Consumption in Pulp and Paper Industry - A Case Study using Water Sources Diagram,2014,,semanticscholar,EXCLUDE,subfield keywords not in title or abstract,,
doi:10.1016/j.ejogrb.2023.05.037,Efficacy of pharmacological and mechanical cervical priming methods for induction of labour and their applicability for outpatient management: A systematic review of randomised controlled trials.,2023,"European Journal of Obstetrics, Gynecology, and Reproductive Biology",semanticscholar,EXCLUDE,subfield keywords not in title or abstract,,
doi:10.1177/17407745241304059,Central statistical monitoring in clinical trial management: A scoping review,2025,Clinical Trials,semanticscholar,EXCLUDE,subfield keywords not in title or abstract,,
doi:10.15358/2511-8676-2019-4-184,The Opportunities of Using Business Models in Service Management - A Review and Classification of Business Model Artefacts,2019,Journal of Service Management Research,semanticscholar,EXCLUDE,subfield keywords not in title or abstract,,
ss:083003906af798b8186a0fae9d3d34d15a3fa237,Content Management System Implementation Efficiency and Value,2009,,semanticscholar,EXCLUDE,subfield keywords not in title or abstract,,
doi:10.1007/s40123-018-0131-0,Systematic Literature Review of Clinical and Economic Outcomes of Micro-Invasive Glaucoma Surgery (MIGS) in Primary Open-Angle Glaucoma,2018,Ophthalmology and Therapy,semanticscholar,EXCLUDE,subfield keywords not in title or abstract,,
doi:10.6002/ect.2012.0085,Management of recurrent hepatocellular carcinoma in liver transplant recipients: a systematic review.,2012,Experimental and Clinical Transplantation,semanticscholar,EXCLUDE,subfield keywords not in title or abstract,,
doi:10.1007/s00464-006-9186-4,PROSPECT: a practical method for formulating evidence-based expert recommendations for the management of postoperative pain,2007,Surgical Endoscopy,semanticscholar,EXCLUDE,subfield keywords not in title or abstract,,
ss:094cd844c03131804d5a0706d7fc02acf9cf2dde,Persistent postoperative pain and the problem of strictly observational research Letter,2016,,semanticscholar,EXCLUDE,subfield keywords not in title or abstract,,
doi:10.1093/neuros/nyx072,Proposal for the Rapid Reversal of Coagulopathy in Patients with Nonoperative Head Injuries on Anticoagulants and/or Antiplatelet Agents: A Case Study and Literature Review,2017,Neurosurgery,semanticscholar,EXCLUDE,subfield keywords not in title or abstract,,
doi:10.1016/j.xrrt.2022.05.006,Subscapularis repair in reverse total shoulder arthroplasty: a systematic review and descriptive synthesis of cadaveric biomechanical strength outcomes,2022,"JSES Reviews, Reports, and Techniques",semanticscholar,EXCLUDE,subfield keywords not in title or abstract,,
doi:10.1007/s00701-021-04980-3,Management of ventriculomegaly in pediatric patients with syndromic craniosynostosis: a single center experience,2021,Acta Neurochirurgica,semanticscholar,EXCLUDE,subfield keywords not in title or abstract,,
ss:09c58d43b9cec1f8285501e5eea902ab0ac88f6e,THE RELATIONSHIP BETWEEN QUALITY ASSESSMENT AND PERFORMANCE IN FOOD FIRMS IN GUILAN PROVINCE Masoumeh,2013,,semanticscholar,EXCLUDE,subfield keywords not in title or abstract,,
doi:10.1108/mrjiam-01-2022-1265,Achieving organizational resilience through complex adaptive systems approach: a conceptual framework,2022,Management Research: Journal of the Iberoamerican Academy of Management,semanticscholar,EXCLUDE,subfield keywords not in title or abstract,,
doi:10.1186/s12937-015-0051-y,The Integrated Nutrition Pathway for Acute Care (INPAC): Building consensus with a modified Delphi,2015,Nutrix Journal,semanticscholar,EXCLUDE,subfield keywords not in title or abstract,,
doi:10.1071/hi10034,Australian Infection Control Guidelines: preventing and managing infection in health care,2010,,semanticscholar,EXCLUDE,subfield keywords not in title or abstract,,
doi:10.1007/978-3-030-43616-2_40,A Risk Management Model for Quality Management Systems Based on ISO 9001:2015,2019,,semanticscholar,EXCLUDE,subfield keywords not in title or abstract,,
doi:10.1186/s40545-022-00447-7,Exploration of facilitators and barriers to the regulatory frameworks of dietary and herbal supplements: a scoping review,2022,Journal of Pharmaceutical Policy and Practice,semanticscholar,EXCLUDE,subfield keywords not in title or abstract,,
ss:0aa35168e112b7592a29bc2e7857749e2a57a814,Αποδοτικές τεχνικές διαχείρισης ιατρικής πληροφορίας με χρήση αποτελεσματικών δομών δεδομένων για υποστήριξη πληροφοριακών συστημάτων υγείας με προσανατολισμό στη χρήση φορητών συσκευών,2015,,semanticscholar,EXCLUDE,subfield keywords not in title or abstract,,
doi:10.6007/ijarems/v11-i3/14887,Adaptation: Retrospection of a Decade,2022,International Journal of Academic Research in Economics and Management Sciences,semanticscholar,EXCLUDE,subfield keywords not in title or abstract,,
doi:10.28945/5025,A Systematic Literature Review of Business Intelligence Framework for Tourism Organizations: Functions and Issues,2022,"Interdisciplinary Journal of Information, Knowledge, and Management",semanticscholar,INCLUDE,SLR/SMS self-label + subfield fit,slr,
doi:10.1111/j.1744-1609.2011.00228.x,Effect of educational components and strategies associated with insulin pump therapy: a systematic review.,2011,International Journal of Evidence-Based Healthcare,semanticscholar,EXCLUDE,subfield keywords not in title or abstract,,
doi:10.1136/injuryprev-2012-040580a.40,EFFECTIVE STRATEGIES IN THE PREVENTION OF NOISE INDUCED HEARING LOSS,2012,Injury Prevention,semanticscholar,EXCLUDE,subfield keywords not in title or abstract,,
ss:0ae2651fde7cbba44955b60b3e2a21f6bb39a630,Empirical Studies on Agile Software Development Benefits and Challenges : A Systematic Literature,2019,,semanticscholar,EXCLUDE,subfield keywords not in title or abstract,,
doi:10.1016/j.semarthrit.2015.08.003,Exercise for ankylosing spondylitis: An evidence-based consensus statement.,2016,Seminars in Arthritis & Rheumatism,semanticscholar,EXCLUDE,subfield keywords not in title or abstract,,
doi:10.2196/14203,Wise Practices for Cultural Safety in Electronic Health Research and Clinical Trials With Indigenous People: Secondary Analysis of a Randomized Clinical Trial,2019,Journal of Medical Internet Research,semanticscholar,EXCLUDE,subfield keywords not in title or abstract,,
doi:10.1097/bsd.0000000000000270,New beginnings.,2015,Journal of Spinal Disorders & Techniques,semanticscholar,EXCLUDE,subfield keywords not in title or abstract,,
ss:0b3afad137808dd85177e98d36f9fa025f7d071d,"Mobile Health, Self-Management, Diabetes & the Impact of Self-Efficacy: A Systematic Review of Literature",2013,,semanticscholar,EXCLUDE,subfield keywords not in title or abstract,,
doi:10.1088/1755-1315/1419/1/012080,Criteria and sub-criteria for selecting solid waste processing technology through literature review,2024,IOP Conference Series: Earth and Environment,semanticscholar,EXCLUDE,subfield keywords not in title or abstract,,
doi:10.1055/s-0043-1776885,Thoracoscopic Surgery in the Management of Idiopathic Scoliosis: Systematic Literature Review according to the Prisma Protocol,2022,Revista Brasileira de Ortopedia,semanticscholar,EXCLUDE,subfield keywords not in title or abstract,,
doi:10.1111/j.1467-789x.2008.00511.x,The impact of maternal BMI status on pregnancy outcomes with immediate short‐term obstetric resource implications: a meta‐analysis,2008,Obesity Reviews,semanticscholar,EXCLUDE,subfield keywords not in title or abstract,,
doi:10.1016/j.ijsu.2017.05.073,Laparoscopic versus open liver resection for colorectal liver metastases: A systematic review and meta-analysis of studies with propensity score-based analysis.,2017,International Journal of Surgery,semanticscholar,EXCLUDE,subfield keywords not in title or abstract,,
doi:10.1016/j.eiar.2011.03.003,"The U.S. Forest Service's analysis of cumulative effects to wildlife: A study of legal standards, current practice, and ongoing challenges on a National Forest",2012,,semanticscholar,EXCLUDE,subfield keywords not in title or abstract,,
ss:0bdb913ef56b0ad2f3e9b6ef0a816fd8f4b40f13,Occupational Health and Safety (OHS) Issues in Social Marketing,2012,,semanticscholar,EXCLUDE,subfield keywords not in title or abstract,,
ss:0bdc7a455c3f4b344d209e738f6eae1d14a90d17,Towards Identifying the Factors for Project Management Success in Global Software Development: Initial Results,2013,International Conference on Software Engineering Advances,semanticscholar,EXCLUDE,subfield keywords not in title or abstract,,
doi:10.5377/nexo.v34i01.11295,Design and development of a model and optimal planning for supply chain responsibility towards the environment,2021,,semanticscholar,EXCLUDE,subfield keywords not in title or abstract,,
doi:10.35631/jthem.623008,"INADEQUACIES OF LEGAL FRAMEWORK OF MOSQUE TOURISM TOWARDS DEVELOPMENT OF
TOURISM INDUSTRY IN MALAYSIA: A REVIEW",2021,"Journal of Tourism, Hospitality and Environment Management",semanticscholar,EXCLUDE,subfield keywords not in title or abstract,,
doi:10.5539/jms.v6n3p12,Integrated Management System Frameworks for Corporate Social Responsibility and Related Concepts,2016,,semanticscholar,EXCLUDE,subfield keywords not in title or abstract,,
doi:10.1108/f-02-2016-0021,Leveraging BIM and Big Data to deliver well maintained highways,2017,,semanticscholar,EXCLUDE,subfield keywords not in title or abstract,,
doi:10.54254/2755-2721/2025.20192,The Analysis of the Application of Intelligent Energy Management System Based on BIM Technology,2025,Applied and Computational Engineering,semanticscholar,EXCLUDE,subfield keywords not in title or abstract,,
doi:10.1136/bmjopen-2023-071890,What is the existing evidence base for adult medical same day emergency care in UK NHS hospitals? A scoping review protocol,2023,BMJ Open,semanticscholar,EXCLUDE,subfield keywords not in title or abstract,,
doi:10.1109/access.2020.2995238,Organization Type and Size Based Identification of Requirements Change Management Challenges in Global Software Development,2020,IEEE Access,semanticscholar,EXCLUDE,subfield keywords not in title or abstract,,
doi:10.32347/2412-9933.2025.64.67-75,"Substantiation of a project management methodology for the modernization of the
 traffic control management system in territorial communities during post-war
 reconstruction",2025,Management of Development of Complex Systems,semanticscholar,EXCLUDE,subfield keywords not in title or abstract,,
doi:10.1016/j.suronc.2022.101731,Superiority of non-opioid postoperative pain management after thyroid and parathyroid operations: A systematic review and meta-analysis.,2022,Surgical oncology,semanticscholar,EXCLUDE,subfield keywords not in title or abstract,,
ss:0cf92d73f0723e0227c68bdf194703cbac4eb578,Integrated groundwater quantity and quality management for the middle region of Libya using hydrochemical and numerical modelling approaches,2011,,semanticscholar,EXCLUDE,subfield keywords not in title or abstract,,
doi:10.1136/bmjopen-2024-096087,Scoping review of guidance on safe non-consultant medical staffing recommendations for UK acute hospitals,2025,BMJ Open,semanticscholar,EXCLUDE,subfield keywords not in title or abstract,,
ss:0d4fe5f1dfc3f58fcf239ac37e45c2c5af320c3b,Developing a generic model of the initial review process for a gold mine shaft business unit,2003,,semanticscholar,EXCLUDE,subfield keywords not in title or abstract,,
doi:10.1109/jas.2020.1003384,Big data analytics in healthcare − A systematic literature review and roadmap for practical implementation,2021,IEEE/CAA Journal of Automatica Sinica,semanticscholar,EXCLUDE,subfield keywords not in title or abstract,,
doi:10.3390/nitrogen3010003,Identifying Sustainable Nitrogen Management Practices for Tea Plantations,2022,Nitrogen,semanticscholar,EXCLUDE,subfield keywords not in title or abstract,,
doi:10.37231/ajmb.2022.6.s1.504,Development of Safety Briefing Kit for School of Health Sciences,2022,Asian Journal of Medicine and Biomedicine,semanticscholar,EXCLUDE,subfield keywords not in title or abstract,,
doi:10.1016/j.hlpt.2017.11.001,Drug utilization patterns in the global context: A systematic review,2017,,semanticscholar,EXCLUDE,subfield keywords not in title or abstract,,
ss:0da8ad4be49ea02ff19a72d310fc1bc0e2fdb0b4,Negotiation Models for Managing Projects: a Review,2012,,semanticscholar,EXCLUDE,subfield keywords not in title or abstract,,
doi:10.3311/ccc2020-070,A Computer Vision-Based Approach to Classifying and Storing Image Data for Construction Safety Management,2020,Proceedings of the Creative Construction e-Conference 2020,semanticscholar,EXCLUDE,subfield keywords not in title or abstract,,
doi:10.34101/actaagrar/1/15223,"Soil, nutrient, and fertiliser requirements for maize (Zea mays) production: A narrative review",2025,Acta Agraria Debreceniensis,semanticscholar,EXCLUDE,subfield keywords not in title or abstract,,
doi:10.54097/ehss.v4i.2718,A Literature Review of High Performance Human Resource Practices,2022,"Journal of Education, Humanities and Social Sciences",semanticscholar,EXCLUDE,subfield keywords not in title or abstract,,
doi:10.1109/access.2025.3600321,Effort Estimation in Agile and DevOps: A Systematic Literature Review of Stakeholder Dissatisfaction,2025,IEEE Access,semanticscholar,EXCLUDE,subfield keywords not in title or abstract,,
doi:10.1108/14637151311319941,Are PMS meeting the measurement needs of BPM? A literature review,2013,Business Process Management Journal,semanticscholar,EXCLUDE,subfield keywords not in title or abstract,,
ss:0e0336870b4caaa9c92bfe34ad425dbcf3271ccb,Some Recent Trends in Writing Job Description for the Purpose of Job Evaluation: A Reflective View,2011,,semanticscholar,EXCLUDE,subfield keywords not in title or abstract,,
ss:0e0da92308d5dfea93932d163abce5b576ce148e,Universitet Methods and processes of developing the strengthening the reporting of observational studies in epidemiology-veterinary ( STROBE-Vet ),2016,,semanticscholar,EXCLUDE,subfield keywords not in title or abstract,,
doi:10.12775/qs.2025.38.58756,A study of the therapeutic effects of yoga on symptoms associated with ADHD in children: Systematic review and meta-analysis,2025,Quality in Sport,semanticscholar,EXCLUDE,subfield keywords not in title or abstract,,
doi:10.36227/techrxiv.17045891.v1,Industrial Energy Management System: Design of a Conceptual Framework using IoT and Big Data,2021,IEEE PES Innovative Smart Grid Technologies Conference Europe,semanticscholar,EXCLUDE,subfield keywords not in title or abstract,,
ss:0e5a5743f689305c8c8dce8830f47b4a5a62a53e,Definición de un proceso de desarrollo de productos y servicios TIC accesibles: análisis previo,2016,,semanticscholar,EXCLUDE,subfield keywords not in title or abstract,,
doi:10.30574/ijsra.2025.16.2.2318,Developing an AI-enabled inventory and procurement systems for optimizing operational efficiency in informal supply chains across Africa,2025,International Journal of Science and Research Archive,semanticscholar,EXCLUDE,subfield keywords not in title or abstract,,
doi:10.1007/s00431-015-2492-x,Letter to the editor: Appropriate use of common accepted methodologies,2015,European Journal of Pediatrics,semanticscholar,EXCLUDE,subfield keywords not in title or abstract,,
doi:10.1111/j.1365-2524.2010.00969.x,The economic consequences of deinstitutionalisation of mental health services: lessons from a systematic review of European experience.,2010,Health and Social Care in the community,semanticscholar,EXCLUDE,subfield keywords not in title or abstract,,
doi:10.1007/978-3-031-72437-4_2,SWARM-SLR - Streamlined Workflow Automation for Machine-actionable Systematic Literature Reviews,2024,International Conference on Theory and Practice of Digital Libraries,semanticscholar,EXCLUDE,subfield keywords not in title or abstract,,
doi:10.1007/s00383-015-3691-2,The role of preformed silos in the management of infants with gastroschisis: a systematic review and meta-analysis,2015,Pediatric surgery international (Print),semanticscholar,EXCLUDE,subfield keywords not in title or abstract,,
doi:10.1108/jqme-03-2018-0023,A tailorable framework of practices for maintenance delivery,2021,,semanticscholar,EXCLUDE,subfield keywords not in title or abstract,,
doi:10.1007/978-3-030-33246-4_25,Process-Based Quality Management in Care: Adding a Quality Perspective to Pathway Modelling,2019,OTM Conferences,semanticscholar,EXCLUDE,subfield keywords not in title or abstract,,
doi:10.1016/j.ymgme.2016.04.008,"Updated, web-based nutrition management guideline for PKU: An evidence and consensus based approach.",2016,Molecular Genetics and Metabolism,semanticscholar,EXCLUDE,subfield keywords not in title or abstract,,
doi:10.62341/fagf0820,تحديات الأمن في تقطيع شبكات الجيل الخامس (5G),2025,International Science and Technology Journal,semanticscholar,EXCLUDE,subfield keywords not in title or abstract,,
ss:0f0f032e7c1e15d620129d09b5914694d1f1b42d,"Towards sustainability with building services systems: – by focusing on material choices, energy use and thermal indoor climates in residential buildings",2020,,semanticscholar,EXCLUDE,subfield keywords not in title or abstract,,
doi:10.18019/1028-4427-2021-27-2-153-162,Treatment of aseptic osteonecrosis of the talus. A draft of clinical guidelines,2021,,semanticscholar,EXCLUDE,subfield keywords not in title or abstract,,
doi:10.1177/875512251302900304,Therapeutic Management of Accidental Epinephrine Injection,2013,,semanticscholar,EXCLUDE,subfield keywords not in title or abstract,,
doi:10.36348/sjmps.2025.v11i07.029,Pharmacodynamics and Pharmacokinetics of Anesthesia in Obese Children: A Systematic Review,2025,Saudi Journal of Medical and Pharmaceutical Sciences,semanticscholar,EXCLUDE,subfield keywords not in title or abstract,,
doi:10.56672/attadris.v4i1.451,Pekerjaan dan Analisis Pekerjaan,2025,At-Tadris: Journal of Islamic Education,semanticscholar,EXCLUDE,subfield keywords not in title or abstract,,
doi:10.48084/etasr.7691,The Effect of Technological Innovation and Knowledge Management Process on Organisational Agility: A Systematic Literature Review,2024,"Engineering, Technology &amp; Applied Science Research",semanticscholar,EXCLUDE,subfield keywords not in title or abstract,,
doi:10.1109/temsconlatam65810.2025.11238690,A Systematic Review of Ml in Its: a Taxonomy From Traditional Models to Federated Learning,2025,2025 IEEE Technology and Engineering Management Society (TEMSCON LATAM),semanticscholar,EXCLUDE,subfield keywords not in title or abstract,,
doi:10.63385/cces.v1i2.133,Intercultural Competence Development in ESP Teaching of FutureManagers,2025,Cross-Cultural Education Studies,semanticscholar,EXCLUDE,subfield keywords not in title or abstract,,
doi:10.1093/eurpub/ckaa165.589,Universal Design assessment tool to promote well-being and inclusion in healthcare environment,2020,European Journal of Public Health,semanticscholar,EXCLUDE,subfield keywords not in title or abstract,,
ss:1066fe1bc37bf1e1bf41e1cc685a4841f893dc4d,Improving Guidance & Research : A Compendium of two research projects,2004,,semanticscholar,EXCLUDE,subfield keywords not in title or abstract,,
doi:10.5585/iji.v9i1.18246,Risk management focusing on the best practices of data security systems for healthcare,2021,International Journal of Innovation,semanticscholar,EXCLUDE,subfield keywords not in title or abstract,,
doi:10.24052/ijhem/v07n02/art-2,Significance of professional development of education leaders: Evidence from literature review,2021,International Journal of Higher Education Management,semanticscholar,EXCLUDE,subfield keywords not in title or abstract,,
ss:10921e5c7020d10478c3c22105c7d924e8dff269,Opening Government : Designing Open Innovation Processes to Collaborate With External Problem Solvers,2014,,semanticscholar,EXCLUDE,subfield keywords not in title or abstract,,
doi:10.5334/egems.298,Improving a Secondary Use Health Data Warehouse: Proposing a Multi-Level Data Quality Framework,2019,eGEMs,semanticscholar,EXCLUDE,subfield keywords not in title or abstract,,
